CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,target_class
609,Spain,M,34,7,140694.78,2,1,0,46266.63,0,1
701,Germany,M,36,7,95448.32,2,1,0,189085.07,0,1
651,France,M,34,4,91562.99,1,1,1,123954.15,0,1
508,France,M,31,8,72541.48,1,1,0,129803.08,0,1
616,Spain,M,43,3,120867.18,1,1,0,18761.92,1,1
489,France,M,34,5,0,1,0,0,43540.59,0,1
567,Spain,M,45,1,157320.51,1,1,0,62193.92,0,1
714,Spain,M,27,3,0,3,1,1,129130.09,0,1
678,Germany,M,30,1,139676.95,2,0,1,16146,0,1
581,France,M,55,6,0,1,1,1,22442.13,0,1
748,Spain,M,60,3,0,2,1,1,78194.37,0,1
781,France,M,19,3,0,2,1,1,124297.32,0,1
691,Spain,M,21,3,103000.94,1,1,1,104648.58,0,1
507,Germany,M,31,2,134237.07,1,1,1,166423.66,1,1
724,Germany,M,34,6,118235.7,2,0,0,157137.23,0,1
705,Spain,M,57,3,0,2,1,1,34134.14,0,1
708,Spain,M,64,5,0,3,0,1,112520.07,1,1
580,Germany,M,38,9,115442.19,2,1,0,128481.5,1,1
850,France,M,38,5,0,2,1,0,16491.64,0,1
714,Spain,M,25,2,0,1,1,1,132979.43,0,1
559,France,M,43,1,0,2,1,1,196645.87,0,1
577,Spain,M,44,8,115557,1,0,1,127506.76,0,1
647,Germany,M,35,3,166518.63,2,1,0,147930.46,0,1
554,Spain,M,30,6,135370.12,1,1,1,179689.05,1,1
549,Germany,M,54,5,92877.33,1,1,0,2619.64,1,1
528,France,M,26,10,102073.67,2,0,0,166799.93,0,1
720,Germany,M,46,3,97042.6,1,1,1,133516.51,1,1
743,Spain,M,41,7,0,1,1,0,163736.09,1,1
615,Germany,M,24,8,108528.07,2,0,0,179488.41,1,1
635,Germany,M,44,2,79064.85,2,0,1,113291.75,0,1
686,Spain,M,45,3,74274.87,3,1,0,64907.48,1,1
840,Spain,M,36,6,0,2,1,0,141364.27,0,1
695,France,M,43,1,100421.1,1,1,1,101141.28,0,1
564,France,M,26,7,84006.88,2,0,0,183490.99,0,1
805,France,M,31,4,0,2,1,0,4798.12,0,1
558,Spain,M,45,4,0,1,1,0,131807.14,0,1
657,France,M,39,4,80293.81,1,1,0,97192.76,0,1
641,France,M,42,7,125437.14,2,0,0,164128.58,0,1
755,France,M,36,8,0,2,1,0,176809.87,0,1
483,France,M,48,1,0,2,1,1,110059.38,0,1
545,Germany,M,44,2,127536.44,1,1,0,108398.63,0,1
678,France,M,66,8,0,2,1,1,47117.03,0,1
781,Germany,M,48,9,82794.18,1,1,0,124720.68,1,1
571,Spain,M,22,3,108117.1,1,0,1,53328.7,0,1
634,Spain,M,35,10,0,1,1,0,82634.41,0,1
523,Germany,M,27,8,61688.61,2,1,0,147059.16,0,1
501,France,M,40,2,0,2,0,0,141946.92,0,1
662,France,M,74,6,0,2,1,0,123583.85,0,1
573,Spain,M,50,0,159304.07,1,0,1,155915.24,1,1
648,Germany,M,33,5,138664.24,1,1,0,29076.27,0,1
662,France,M,22,2,126362.57,2,1,1,97382.8,0,1
725,France,M,39,4,160652.45,2,1,0,57643.55,0,1
563,France,M,35,2,183572.84,1,1,1,66006.75,1,1
628,France,M,31,0,88421.81,1,0,0,72350.47,0,1
546,Spain,M,45,2,0,1,0,0,197789.83,1,1
688,Germany,M,41,2,112871.19,2,0,1,65520.74,0,1
850,Germany,M,41,8,60880.68,1,1,0,31825.84,0,1
614,France,M,34,5,0,2,1,0,185561.89,0,1
719,France,M,37,9,101455.7,1,1,0,25803.59,1,1
757,France,M,71,0,88084.13,2,1,1,154337.47,0,1
669,France,M,29,7,0,2,1,1,138145.62,0,1
438,Germany,M,59,7,127197.14,1,1,0,51565.98,1,1
492,France,M,1,7,0,2,0,1,71323.23,0,1
622,France,M,2,9,83456.79,2,0,0,38882.34,0,1
645,France,M,3,4,98298.18,1,1,1,676.06,0,1
728,France,M,4,0,0,2,1,1,72203.8,0,1
651,France,M,5,2,86911.8,1,1,0,174094.24,0,1
783,Germany,M,6,2,139707.28,1,1,0,2150.22,0,1
732,Spain,M,7,1,0,2,1,1,177783.04,0,1
553,Spain,M,8,1,142876.98,2,1,0,44363.42,0,1
660,France,M,9,7,146301.31,1,0,0,96847.91,0,1
670,France,M,10,3,47364.45,1,1,1,148579.43,1,1
718,France,M,11,7,0,2,1,0,38308.34,0,1
787,France,M,12,0,58137.08,1,0,1,142538.31,0,1
775,Germany,M,13,6,179886.41,2,0,0,153122.58,0,1
479,Germany,M,14,6,107637.97,2,0,1,169505.83,0,1
660,France,Female,15,6,167685.56,1,1,0,57929.9,0,1
721,Germany,Male,16,4,136525.99,1,0,0,175399.14,0,1
659,Germany,Male,17,8,52106.33,2,1,1,107964.36,0,1
743,France,Female,5,8,0,1,1,0,94263.44,0,1
670,France,Female,6,9,104930.38,1,1,0,155921.81,1,1
766,Germany,Female,7,6,106434.94,1,0,1,137995.66,1,1
845,Spain,Female,8,2,112803.92,1,1,0,179631.85,0,1
710,Germany,Female,9,10,120530.34,1,1,0,166586.99,1,1
602,Germany,Female,10,2,113641.49,4,1,0,115116.35,1,1
604,Spain,Male,11,2,145081.72,1,1,1,23881.62,0,1
564,Spain,Female,12,9,0,2,1,1,105837.38,0,1
637,Germany,Female,13,7,135842.89,1,1,1,101418.05,0,1
527,France,Female,14,1,112203.25,1,1,0,182266.01,0,1
687,France,Male,15,7,129895.19,1,0,1,28698.17,0,1
756,Germany,Male,16,6,149049.92,1,0,1,50422.36,1,1
503,Germany,Male,17,9,153279.39,1,1,1,151336.96,0,1
657,Spain,Male,1,5,41473.33,1,1,0,112979.6,1,1
666,France,Female,2,2,0,2,0,0,36371.27,0,1
615,Germany,Male,3,5,113193.51,2,1,1,52166.25,0,1
712,Germany,Male,4,8,113174.21,2,1,0,147261.58,0,1
764,France,Female,5,0,0,2,1,0,88724.49,0,1
471,France,Male,6,3,164951.56,1,1,0,190531.77,0,1
608,Spain,Male,7,4,153325.1,1,1,1,199953.33,0,1
682,Spain,Female,8,10,134032.01,1,1,0,144290.97,0,1
587,Germany,Female,9,3,125445.04,2,1,1,130514.78,0,1
714,Germany,Female,10,6,126077.43,7,1,1,53954.24,0,1
630,Spain,Female,11,1,0,8,1,1,169802.73,0,1
648,Germany,Female,12,8,90371.09,9,1,1,146851.73,0,1
785,France,Female,13,3,0,10,1,1,96832.82,0,1
601,Germany,Female,14,1,142802.02,11,1,1,57553.02,0,1
717,France,Female,15,1,90537.16,12,0,1,74800.99,0,1
707,France,Female,16,6,0,13,1,1,192542.17,0,1
771,France,Female,17,7,156123.73,14,1,0,72990.62,0,1
602,France,Female,35,5,0,15,1,0,31050.02,0,1
626,France,Male,38,7,141074.59,16,1,0,52795.56,1,1
588,Spain,Male,59,4,0,17,1,1,27435.41,0,1
616,Germany,Female,42,6,117899.95,18,0,0,150266.81,0,1
621,Spain,Male,33,4,0,19,1,1,40299.23,0,1
674,France,Male,26,6,166257.96,20,1,1,149369.41,0,1
633,Spain,Female,46,3,0,21,1,0,120250.58,0,1
698,Germany,Female,64,1,169362.43,22,1,0,84760.32,1,1
508,France,Male,26,7,205962,23,1,0,156424.4,0,1
736,France,Female,24,0,0,24,1,0,109355.73,1,1
672,Germany,Male,68,0,126061.51,25,1,1,184936.77,0,1
613,France,Female,21,7,105627.95,26,1,1,36560.51,0,1
712,France,Male,32,9,100606.02,27,1,0,165693.06,0,1
624,France,Female,38,3,0,28,1,1,163666.85,0,1
676,France,Male,38,1,0,29,0,1,35644.79,0,1
683,Germany,Female,32,0,138171.1,30,1,1,188203.58,0,1
489,France,Female,31,7,139395.08,31,0,1,6120.84,0,1
739,France,Male,29,1,0,32,1,1,164484.78,0,1
701,France,Female,37,3,0,33,1,1,164268.28,0,1
666,Germany,Female,50,7,109062.28,34,1,1,140136.1,1,1
565,Germany,Female,40,1,89994.71,35,0,1,121084.27,0,1
666,France,Male,36,3,0,36,1,0,35156.54,0,1
633,France,Male,59,2,103996.74,37,1,1,103159.11,0,1
578,France,Male,34,4,175111.11,38,1,1,74858.3,0,1
812,Spain,Female,49,8,66079.45,39,0,0,91556.57,1,1
809,Germany,Male,33,8,148055.74,40,0,0,199203.21,0,1
615,France,Male,36,6,0,41,1,1,27011.8,1,1
684,Spain,Female,31,8,0,42,1,0,188637.05,0,1
544,France,Male,40,8,0,43,1,0,61581.2,0,1
713,Germany,Male,47,1,95994.98,44,1,0,197529.23,0,1
633,France,Male,37,2,0,45,1,0,182258.17,0,1
672,Germany,Female,23,10,110741.56,46,1,0,80778.5,0,1
661,France,Male,35,5,0,47,1,0,155394.52,0,1
749,Spain,Female,28,3,0,48,1,0,3408.7,0,1
635,Spain,Female,32,8,0,49,1,1,19367.98,1,1
850,Germany,Female,70,1,96947.58,50,1,0,62282.99,1,1
641,France,Male,41,6,0,51,1,0,65396.79,0,1
633,Germany,Male,30,2,109786.82,52,1,1,139712.81,0,1
413,Spain,Male,35,2,0,53,1,1,60972.84,0,1
538,France,Male,31,1,0,54,1,0,1375.46,0,1
437,France,Female,39,0,102721.49,55,0,0,22191.82,0,1
612,Spain,Male,33,5,69478.57,56,1,0,8973.67,1,1
516,Germany,Female,53,1,156674.2,57,1,0,118502.34,1,1
826,Spain,Female,56,8,174506.1,58,0,1,161802.82,1,1
660,Germany,Female,23,6,166070.48,59,0,0,90494.72,0,1
646,Germany,Female,29,4,105957.44,60,1,0,15470.91,0,1
767,France,Male,36,3,0,61,0,0,65147.27,0,1
640,France,Male,40,8,110340.68,62,1,1,157886.6,0,1
778,France,Male,33,1,0,63,1,0,85439.73,0,1
679,Germany,Male,52,9,135870.01,64,0,0,54038.62,0,1
549,France,Male,31,4,0,65,0,1,25684.85,0,1
598,France,Male,47,2,0,66,1,1,186116.54,0,1
655,France,Female,45,0,0,67,1,0,166830.71,0,1
494,France,Male,30,3,85704.95,68,0,1,27886.06,0,1
653,France,Female,42,1,0,69,1,1,5768.32,0,1
539,Germany,Female,38,8,105435.74,70,0,0,80575.44,1,1
645,France,Female,37,1,0,71,1,1,68987.55,0,1
751,Germany,Male,34,9,108513.25,72,1,1,27097.82,0,1
528,France,Male,35,3,156687.1,73,1,0,199320.77,0,1
696,Germany,Male,31,3,150604.52,74,0,0,5566.6,0,1
716,France,Female,44,6,155114.9,75,0,0,133871.83,0,1
602,France,Female,35,8,0,76,1,1,152843.53,0,1
647,Spain,Female,64,1,91216,77,1,1,41800.18,0,1
850,Germany,Male,61,3,141784.02,78,1,1,92053.75,0,1
590,France,Female,32,0,127763.24,79,1,0,100717.54,0,1
825,Spain,Female,32,1,0,80,1,1,42935.15,0,1
850,Spain,Male,31,6,82613.56,81,1,0,149170.92,0,1
789,France,Female,32,7,69423.52,82,1,0,107499.39,0,1
701,France,Female,42,6,86167.82,83,1,0,153342.38,0,1
713,Spain,Female,47,1,0,84,1,0,107825.08,1,1
570,France,Male,30,2,131406.56,85,1,1,47952.45,0,1
536,Germany,Female,44,4,121898.82,86,0,0,131007.18,0,1
771,Germany,Male,32,9,77487.2,87,0,0,33143.04,0,1
512,France,Female,75,2,0,88,1,0,123304.62,0,1
698,Spain,Male,45,5,164450.94,89,1,0,141970.02,1,1
656,France,Male,33,7,138705.02,90,1,0,37136.15,0,1
761,Spain,Male,37,7,132730.17,91,1,0,199293.01,0,1
709,France,Female,30,5,0,92,0,1,161388.22,0,1
597,Spain,Female,66,3,0,93,1,1,70532.53,0,1
592,France,Male,28,2,116498.22,94,1,0,144290.25,0,1
599,France,Female,41,1,0,95,1,0,96069.82,0,1
572,Germany,Female,35,1,139979.07,96,1,0,185662.84,0,1
611,Germany,Female,43,9,127216.31,97,0,1,17913.25,0,1
634,France,Female,45,2,0,98,1,0,101039.53,1,1
666,France,Male,51,2,148222.65,99,0,0,156953.54,1,1
696,France,Female,41,8,0,100,0,0,28276.83,0,1
669,France,Female,38,8,0,7,1,0,84049.16,0,1
726,Spain,Male,30,8,134152.29,8,1,1,147822.44,0,1
497,Germany,Female,32,8,111537.23,9,1,1,9497.99,1,1
750,Spain,Female,39,7,119565.92,10,1,0,87067.73,0,1
850,Spain,Female,29,7,0,11,1,0,23237.25,0,1
617,Spain,Male,38,7,0,12,1,1,27239.28,0,1
652,Germany,Male,46,10,121063.8,13,1,0,151481.86,1,1
560,Spain,Female,27,7,124995.98,14,1,1,114669.79,0,1
629,Spain,Male,39,5,0,15,0,0,116748.14,0,1
660,Germany,Female,52,4,86891.84,16,1,0,90877.76,0,1
676,France,Male,38,8,0,17,1,1,133692.88,0,1
581,Spain,Male,43,9,78022.61,18,0,1,30662.91,0,1
798,France,Male,34,9,154495.79,19,1,0,191395.88,0,1
705,France,Male,38,1,189443.72,20,0,1,106648.58,0,1
714,Spain,Female,31,6,152926.6,21,1,1,50899.91,0,1
664,France,Female,44,8,142989.69,22,1,1,115452.51,1,1
697,Germany,Male,43,7,115371.94,23,1,0,64139.1,0,1
609,France,Male,37,6,0,24,0,1,22030.72,0,1
548,Spain,Male,38,0,178056.54,25,1,0,38434.73,0,1
850,Spain,Male,39,6,206014.94,26,0,1,42774.84,1,1
656,France,Male,41,2,0,27,1,0,158973.77,0,1
727,Germany,Male,37,9,101191.83,28,1,1,34551.35,1,1
642,France,Female,55,7,0,29,1,1,101515.76,0,1
710,Spain,Female,31,5,0,30,1,0,9561.73,0,1
710,Spain,Male,33,1,0,31,1,0,168313.17,0,1
718,France,Female,37,7,0,32,1,1,55100.09,0,1
586,Germany,Male,32,1,149814.54,33,1,0,31830.06,0,1
617,Spain,Female,36,7,115617.24,34,1,1,71519.4,0,1
630,France,Male,28,9,0,35,0,0,32599.35,0,1
791,Germany,Female,42,10,113657.41,36,0,1,139946.68,1,1
673,Spain,Male,39,8,138160,37,1,1,110468.51,0,1
477,Germany,Female,36,3,117700.86,38,0,0,74042,0,1
662,France,Female,37,5,0,39,1,0,151871.84,0,1
850,Germany,Male,37,9,122506.38,40,0,1,199693.84,1,1
635,France,Female,58,1,0,41,1,1,58907.08,1,1
537,France,Male,59,9,0,42,0,0,103799.77,1,1
579,France,Female,39,3,166501.17,43,1,0,93835.64,0,1
651,Spain,Female,46,4,89743.05,44,1,0,156425.57,1,1
610,France,Female,25,2,0,45,1,0,123723.83,0,1
581,France,Male,30,1,0,46,1,0,199464.08,0,1
592,France,Male,39,7,0,47,1,0,83084.33,0,1
688,Spain,Female,35,6,0,48,1,0,25488.43,1,1
681,France,Female,18,1,98894.39,49,1,1,9596.4,0,1
658,Germany,Male,37,3,168735.74,50,0,0,70370.24,0,1
792,France,Male,34,1,0,51,0,1,86330.32,0,1
528,Germany,Female,62,7,133201.17,52,0,0,168507.68,1,1
624,Spain,Female,36,0,0,53,1,0,111605.9,0,1
562,Germany,Male,31,4,127237.25,54,0,1,143317.42,0,1
678,Germany,Male,36,1,117864.85,55,1,0,27619.06,0,1
705,Germany,Female,64,3,153469.26,56,0,0,146573.66,1,1
650,Germany,Male,23,4,93911.3,57,1,0,69055.45,0,1
593,Spain,Female,46,2,76597.79,58,1,1,54453.72,0,1
652,France,Female,40,4,79927.36,59,1,1,33524.6,0,1
554,Spain,Female,27,4,0,60,1,1,135083.73,0,1
584,Germany,Male,32,8,40172.91,61,1,1,137439.34,0,1
516,France,Male,33,7,115195.58,62,1,1,11205.5,0,1
789,Germany,Female,43,9,116644.29,63,1,1,60176.1,0,1
598,Germany,Male,20,8,180293.84,64,1,1,29552.7,0,1
669,Germany,Female,30,7,139872.81,65,1,0,188795.85,0,1
645,France,Female,24,3,34547.82,66,1,1,11638.17,0,1
659,France,Female,32,9,0,67,1,1,93155.75,0,1
833,Germany,Male,29,1,96462.25,68,0,1,48986.18,0,1
697,Spain,Female,40,7,130334.35,69,0,1,116951.1,0,1
580,Germany,Male,39,3,119688.81,70,1,0,137041.26,0,1
691,France,Male,38,1,0,71,0,0,44653.5,0,1
534,France,Male,52,1,0,72,1,1,104035.41,1,1
478,France,Female,32,6,71187.24,73,1,1,110593.62,0,1
572,France,Female,47,2,0,74,1,0,36099.7,0,1
501,France,Male,37,4,0,75,0,0,12470.3,0,1
624,Spain,Female,38,8,0,76,1,0,95403.41,0,1
595,France,Female,39,9,136422.41,77,1,1,151757.81,0,1
603,France,Male,30,8,0,78,1,1,47536.46,0,1
602,France,Female,25,0,0,79,1,1,101274.17,0,1
500,France,Female,34,6,0,80,1,1,140268.45,0,1
422,France,Male,41,6,153238.88,81,1,0,11663.09,0,1
615,France,Male,35,7,0,82,1,0,150784.29,0,1
635,France,Female,78,6,47536.4,83,1,1,119400.08,0,1
711,France,Female,32,1,0,84,1,0,126188.42,0,1
834,France,Male,36,8,142882.49,85,1,0,89983.02,1,1
633,France,Female,44,7,0,86,1,0,29761.29,0,1
650,France,Female,31,1,160566.11,87,0,0,27073.81,0,1
743,Germany,Male,65,2,131935.51,88,1,1,96399.67,1,1
567,France,Male,38,6,127678.8,89,0,0,45422.89,0,1
706,Germany,Female,46,4,105214.58,90,1,0,108699.59,1,1
638,France,Male,46,9,139859.54,91,1,0,38967.29,0,1
641,France,Female,38,3,0,92,1,0,116466.19,0,1
574,France,Female,34,5,112324.45,93,1,1,17993.43,0,1
642,Germany,Male,30,8,134497.27,94,0,0,43250.54,0,1
722,Spain,Female,35,1,120171.58,95,1,0,125240.8,0,1
623,France,Male,23,1,106012.2,96,0,1,191415.94,0,1
681,France,Male,25,5,0,97,0,1,90860.97,0,1
530,France,Female,34,8,0,98,0,1,141872.52,0,1
797,France,Female,55,10,0,99,1,1,49418.87,1,1
653,France,Male,51,3,0,100,1,0,170426.65,1,1
850,Germany,Male,42,8,119839.69,7,0,1,51016.02,1,1
581,Spain,Male,34,1,0,8,0,1,81175.25,0,1
589,Germany,Male,38,8,92219.21,9,1,0,99106.97,0,1
555,Germany,Male,48,3,142055.41,10,0,1,79134.78,0,1
748,France,Female,49,7,29602.08,11,0,0,163550.58,1,1
745,France,Female,46,7,0,12,1,1,67769.94,0,1
730,France,Male,34,1,0,13,1,1,126592.01,0,1
565,France,Female,44,1,0,14,0,1,89602.81,0,1
778,France,Male,37,3,141803.77,15,0,1,179421.84,0,1
812,France,Male,24,10,0,16,1,1,156906.15,0,1
526,France,Male,42,1,0,17,0,1,168486.02,0,1
708,France,Female,47,0,126589.12,18,0,1,132730.07,1,1
680,France,Male,33,2,108393.35,19,0,1,39057.67,0,1
567,Spain,Male,43,2,115643.58,20,0,0,174606.35,0,1
564,Spain,Male,48,5,132876.23,21,1,0,79259.77,0,1
709,France,Female,24,3,110949.41,22,1,1,168515.61,0,1
629,France,Male,46,1,130666.2,23,1,1,161125.67,1,1
510,France,Female,45,10,103821.47,24,0,1,77878.62,0,1
506,France,Female,32,3,0,25,1,1,80823.02,0,1
605,France,Male,39,7,0,26,0,1,119348.28,0,1
650,Spain,Male,32,1,132187.73,27,1,1,178331.36,0,1
850,Germany,Male,49,8,98649.55,28,1,0,119174.88,1,1
489,Germany,Male,38,2,126444.08,29,1,1,82662.73,0,1
659,Germany,Female,30,8,154159.51,30,1,0,40441.1,0,1
753,France,Female,43,5,0,31,1,0,109881.71,0,1
477,Germany,Male,48,8,129250,32,1,1,157937.35,0,1
610,Spain,Female,45,3,0,33,1,0,38276.84,1,1
619,France,Female,33,2,167733.51,34,1,1,65222.48,0,1
619,Germany,Female,31,2,56116.3,35,0,0,2181.94,0,1
758,France,Female,30,3,141581.08,36,1,0,156249.06,0,1
516,Germany,Male,50,7,139675.07,37,1,0,45591.23,0,1
789,France,Female,27,8,66201.96,38,1,1,79458.12,0,1
687,France,Female,44,9,0,39,0,0,103042.2,1,1
485,Germany,Male,34,3,133658.24,40,1,0,70209.83,0,1
446,Germany,Male,25,3,136202.78,41,1,0,176743.51,0,1
597,France,Female,60,0,131778.08,42,0,0,10703.53,1,1
712,Spain,Male,74,5,0,43,0,0,151425.82,0,1
522,France,Female,34,3,0,44,1,1,3894.34,0,1
805,Germany,Female,26,8,42712.87,45,1,1,28861.69,0,1
781,France,Female,28,4,0,46,1,0,177703.15,0,1
689,Spain,Female,57,4,0,47,1,0,136649.8,1,1
670,Germany,Male,31,1,142631.54,48,1,1,175894.24,0,1
670,France,Male,33,2,141204.65,49,1,0,76257.46,0,1
524,Germany,Female,25,7,131402.21,50,0,0,193668.49,0,1
734,Spain,Female,39,3,92636.96,51,1,1,125671.29,0,1
489,France,Female,51,3,0,52,0,1,174098.28,1,1
578,Germany,Female,31,5,102088.68,53,0,0,187866.21,1,1
622,Spain,Male,39,9,0,54,0,1,100862.36,0,1
843,France,Female,38,8,134887.53,55,1,1,10804.04,0,1
687,France,Male,48,4,0,56,1,1,170893.85,0,1
700,Spain,Male,28,8,159900.38,57,0,0,22698.56,0,1
410,Germany,Female,50,2,102278.79,58,1,0,89822.48,0,1
537,France,Female,41,0,0,59,0,1,175262.49,0,1
780,France,Female,43,0,0,60,0,1,15705.27,0,1
652,Spain,Male,58,6,0,61,0,1,170025.43,0,1
620,Germany,Male,35,0,76989.97,62,1,1,17242.79,0,1
697,France,Female,23,10,0,63,1,1,79734.23,0,1
786,France,Male,35,3,0,64,1,0,92712.97,0,1
850,Germany,Female,39,5,114491.82,65,1,0,99689.48,0,1
749,Germany,Male,54,3,144768.94,66,1,0,93336.3,1,1
445,France,Male,31,7,145056.59,67,1,1,175893.53,0,1
443,Germany,Male,50,3,117206.3,68,1,0,42840.18,1,1
637,Germany,Male,41,2,138014.4,69,1,0,140298.24,0,1
616,Germany,Female,45,6,128352.59,70,1,1,144000.59,1,1
756,France,Female,23,1,112568.31,71,1,1,113408.11,0,1
644,France,Male,33,2,0,72,1,0,96420.58,0,1
850,Germany,Male,41,1,176958.46,73,0,1,125806.3,0,1
703,Germany,Female,38,9,99167.54,74,1,0,65720.92,0,1
684,Spain,Female,42,3,103210.27,75,1,0,31002.03,0,1
706,Germany,Female,48,10,104478.12,76,0,1,158248.71,1,1
580,Spain,Male,61,8,125921.37,77,1,1,94677.83,0,1
777,Spain,Female,35,3,0,78,1,1,17257.72,0,1
676,Germany,Male,48,3,80697.44,79,0,0,101397.86,0,1
708,France,Female,44,2,161887.81,80,1,0,84870.23,0,1
809,France,Male,24,7,109558.36,81,1,0,183515.13,0,1
588,France,Male,38,1,124271.26,82,1,0,75969.19,0,1
623,France,Male,43,1,0,83,1,1,146379.3,0,1
537,Spain,Male,42,1,190569.23,84,0,1,127154.8,0,1
536,Spain,Male,53,2,143923.96,85,1,0,2019.78,1,1
769,France,Male,48,2,96542.16,86,0,1,197885.72,0,1
690,France,Male,33,5,0,87,1,0,138017.68,0,1
771,Spain,Male,45,0,139825.56,88,0,0,170984.97,1,1
497,Germany,Male,24,6,111769.14,89,1,0,55859.27,0,1
622,Spain,Male,37,4,0,90,1,0,4459.5,0,1
602,Spain,Male,30,9,113672.18,91,0,0,102135.92,0,1
543,France,Female,32,7,147256.86,92,1,0,112771.95,0,1
520,Spain,Male,45,7,107023.03,93,1,0,32903.93,0,1
669,France,Male,37,1,125529.55,94,1,1,162260.93,0,1
631,Spain,Female,41,0,0,95,0,0,87959.83,0,1
537,Germany,Male,48,4,131834.8,96,1,0,166476.95,1,1
732,France,Male,62,2,0,97,1,1,25438.87,0,1
844,Spain,Male,56,5,99529.7,98,0,1,157230.06,1,1
838,Spain,Male,35,0,0,99,0,1,197305.91,0,1
652,France,Male,1,10,107303.72,100,0,0,44435.76,0,1
660,France,Male,2,0,72783.42,1,0,0,181051.99,0,1
692,Spain,Female,3,8,0,1,0,1,159069.37,0,1
588,France,Female,4,0,0,2,1,1,155485.24,0,1
533,Germany,Female,5,10,115743.6,1,0,0,43852.05,0,1
850,France,Male,6,4,161256.53,1,1,1,140071.57,0,1
511,France,Male,7,8,0,2,1,1,49089.36,0,1
530,Spain,Male,8,6,0,2,0,0,55893.37,0,1
554,France,Male,9,1,0,2,0,1,192660.55,0,1
585,Germany,Female,10,3,162261.01,2,1,0,137028.51,0,1
754,France,Male,11,3,74896.33,1,0,0,34430.16,0,1
474,France,Male,12,3,0,1,1,0,108409.17,1,1
837,Germany,Male,13,0,144037.6,1,1,0,145325.32,0,1
567,France,Female,14,9,93522.2,1,0,1,81425.61,0,1
800,Spain,Male,15,1,0,2,1,0,51553.43,0,1
646,France,Male,16,10,0,2,0,1,52795.15,0,1
627,Germany,Male,17,8,106922.92,2,0,1,84270.09,0,1
505,France,Male,1,8,112972.57,1,1,0,145011.62,0,1
566,Germany,Female,2,1,123042,1,1,0,66245.44,1,1
619,Germany,Female,3,3,100488.92,2,0,1,36446.74,0,1
757,France,Female,4,4,123322.15,1,1,0,137136.29,0,1
648,France,Male,5,0,0,1,0,1,117323.31,0,1
621,Spain,Male,6,8,68683.68,1,1,1,74157.71,0,1
543,Germany,Male,7,6,59532.18,1,1,0,104253.56,0,1
658,France,Female,8,7,140260.36,2,1,0,2748.72,0,1
633,Germany,Male,9,7,88302.65,1,1,1,195937.16,0,1
648,France,Female,10,1,0,2,0,1,22101.86,0,1
501,Germany,Male,11,5,114655.58,1,0,0,126535.92,0,1
683,France,Female,12,4,148283.94,1,1,1,44692.63,1,1
619,Spain,Female,13,1,0,1,1,0,112442.63,1,1
705,France,Female,14,3,0,2,0,1,66331.01,0,1
638,Germany,Female,15,1,123916.67,1,1,0,16657.68,1,1
710,France,Female,16,1,0,2,1,0,20081.3,0,1
590,France,Female,17,4,0,2,1,1,93820.49,1,1
725,France,Male,1,2,165896,2,1,0,130795.52,0,1
638,France,Female,2,0,0,2,1,0,160129.99,0,1
791,France,Male,3,6,111168.97,1,1,1,189969.91,0,1
702,France,Female,4,1,103549.24,1,0,0,9712.52,1,1
607,France,Female,5,6,0,2,0,0,196062.01,0,1
535,France,Male,6,6,103804.97,1,1,1,125710.53,0,1
651,France,Male,7,2,165901.59,2,1,0,23054.51,1,1
506,Germany,Male,8,8,119152.1,2,1,1,170679.74,0,1
511,Spain,Female,9,8,122950.31,1,1,1,181258.76,0,1
757,France,Female,10,1,0,1,1,1,22835.13,1,1
768,Germany,Male,11,1,133384.66,1,1,0,102397.22,1,1
757,France,Male,12,9,0,2,1,0,115950.96,0,1
663,Spain,Male,13,6,0,2,0,1,15876.52,0,1
537,Germany,Female,14,7,158411.95,4,1,1,117690.58,1,1
570,Germany,Male,15,4,122028.65,2,1,1,173792.77,0,1
850,France,Female,16,5,0,1,1,1,80992.8,0,1
661,Germany,Female,17,8,128751.65,2,1,0,189398.18,1,1
659,France,Male,1,8,133436.52,1,1,0,56787.8,0,1
454,Spain,Male,2,2,123177.01,1,1,0,148309.98,0,1
708,France,Female,3,2,0,1,1,0,179673.11,1,1
720,France,Female,4,2,120328.88,2,1,1,138470.21,0,1
785,France,Female,5,1,130147.98,1,1,0,163798.41,1,1
743,Spain,Female,6,8,92716.96,1,1,1,33693.78,0,1
493,Spain,Female,7,7,0,2,1,0,48545.1,0,1
557,Spain,Male,8,3,0,1,0,1,123427.98,0,1
850,France,Male,9,1,76914.21,1,1,0,174183.44,0,1
799,France,Female,10,3,106045.92,2,1,1,17938,0,1
756,France,Male,11,1,103133.26,1,1,1,90059.04,0,1
752,France,Male,12,0,145974.79,2,1,1,137694.23,0,1
696,Spain,Female,13,3,0,3,1,0,65039.9,0,1
630,Spain,Female,14,1,0,2,0,1,162858.29,0,1
659,Spain,Female,15,9,0,2,1,1,35701.06,0,1
685,Spain,Male,16,9,0,2,1,1,18826.06,0,1
599,Spain,Female,1,3,0,1,1,1,130086.47,1,1
559,Spain,Female,2,1,139183.06,1,0,1,143360.56,0,1
615,Spain,Male,3,5,0,2,1,0,159920.92,0,1
580,Germany,Female,4,3,74974.89,1,1,1,12099.67,0,1
